1719,2633
1723,5423
1739,6307
1742,6405
1744,5901
1760,1922
1765,3551
1775,4248
1780,3097
1782,6962
1785,4979
1787,3346
1814,1999
1818,1938
1820,4707
1833,6242
1845,5051
1867,3350
1869,5886
1870,2825
1874,1270
1892,2532
1910,2454
1916,3279
1921,6136
1959,6984
1966,4798
1967,4130
1971,6262
1994,5966
2000,3790
2004,6820
2022,6041
2025,3348
2031,3709
2057,3218
2061,5367
2067,5712
2077,2366
2087,5787
2088,6138
2091,6067
2095,4403
2096,5627
2110,2892
2117,3553
2126,3900
2130,2047
2147,5173
2149,5158
2150,4890
2158,1926
2161,4644
2179,4568
2204,3972
2217,4582
2241,5999
2243,6064
2279,6877
2281,5105
2295,4895
2320,3391
2326,4299
2327,1912
2329,3123
2330,4161
2333,5870
2349,5920
2357,2730
2359,4215
2370,4579
2374,3760
2398,3203
2400,4397
2410,3443
2433,2455
2439,6569
2448,6039
2450,3292
2451,4065
2460,3168
2467,4881
2478,6798
2492,2508
2513,5246
2523,6733
2555,3402
2574,3161
2586,4732
2596,3190
2602,6848
2613,5045
2614,6961
2618,6111
2631,6399
2638,5586
2653,6065
2666,2848
2675,4100
2682,3420
2693,5389
2695,6836
2703,5436
2793,6483
2794,6023
2806,2895
2808,7081
2832,6857
2840,4287
2849,3952
2861,5802
2880,4221
2888,6101
2923,6190
2935,6007
2937,6792
2947,6029
2970,7104
2989,4456
3015,2688
3016,5208
3017,3477
3023,6384
3033,1987
3034,3300
3047,6042
3057,3365
3070,3413
3075,4281
3078,4428
3089,5353
3091,5600
3107,6658
3137,5521
3156,4046
3163,3448
3182,6530
3232,5028
3243,4714
3254,3133
3257,6663
3258,3610
3259,5654
3274,4198
3277,1550
3288,4480
3293,2172
3310,6218
3349,5754
3357,3841
3372,3729
3375,6318
3377,3598
3404,3984
3427,1316
3435,3493
3438,6861
3481,6910
3482,5495
3520,5451
3526,5842
3542,838
3547,4913
3563,6202
3569,5547
3573,5914
3602,1575
3634,5023
3644,6071
3645,4867
3655,4856
3660,4990
3682,6696
3686,6356
3688,6119
3689,5645
3692,4685
3696,6300
3699,5407
3707,3611
3742,5127
3761,6821
3771,4607
3799,1826
3822,5204
3826,5061
3832,5623
3859,6060
3864,1211
3917,5716
3923,5904
3937,3042
3939,4112
3948,6750
3950,4089
3955,2073
3957,4708
3961,5030
3962,5098
4008,6022
4010,4258
4016,3211
4035,1308
4070,7116
4099,6379
4128,1704
4141,4549
4158,5443
4165,1255
4168,5354
4172,6583
4179,4479
4187,5152
4194,4919
4196,4562
4200,6782
4220,6797
4233,2689
4241,6642
4250,3085
4272,6395
4276,4620
4293,5825
4312,6771
4337,6326
4351,2860
4354,4012
4375,5676
4381,5529
4389,6512
4432,6500
4436,2424
4460,4331
4475,5667
4485,6451
4490,5833
4529,3160
4544,5390
4561,6078
4569,1039
4576,6654
4612,5994
4624,5527
4660,5036
4664,5100
4693,5316
4694,6135
4705,5542
4768,5243
4770,6144
4828,6294
4843,5112
4864,7065
4874,6991
4915,6243
4948,6536
4958,5832
4972,5413
4973,6011
5056,5875
5119,4565
5218,5790
5223,6742
5226,1116
5266,5302
5314,5686
5321,5775
5337,5343
5432,4916
5464,4598
5465,6909
5481,6298
5500,6592
5509,1179
5532,6872
5535,4765
5569,6941
5577,6430
5610,5818
5635,6661
5674,3540
5690,5768
5697,6073
5706,4507
5782,4647
5801,7078
5843,5982
5879,934
5902,6732
5942,2293
5953,5538
5968,3154
6015,6980
6018,6494
6049,6706
6055,5154
6070,3809
6087,6180
6102,1673
6127,4455
6142,1471
6145,2956
6156,5043
6178,1407
6217,6946
6247,5064
6293,6845
6302,5325
6339,3174
6341,6959
6403,7077
6421,6458
6438,6563
6441,6506
6476,6777
6480,7075
6521,4897
6575,3561
6596,6752
6615,7038
6638,2267
6653,6885
6667,5014
6693,5497
6697,5850
6734,6755
6747,6995
6812,5748
6916,6433
6937,2282
6981,1051
10,6269
11,2054
13,5630
20,559
21,6554
22,4543
23,4115
26,5033
32,6410
34,3118
35,2006
51,395
55,2697
58,3178
81,1859
83,1679
85,881
93,6437
106,5047
110,6855
121,2273
134,5880
137,1503
147,486
160,6688
161,3189
162,5764
177,3453
186,5307
191,2517
198,1783
200,359
201,2098
202,6685
204,1851
208,4087
209,2799
211,4819
218,394
231,4244
239,5092
240,4039
242,5057
255,5498
261,5002
268,4223
278,2233
281,6120
306,5239
338,2399
339,5877
343,4404
344,2269
354,1745
362,5835
370,5385
372,3752
374,3625
408,6359
409,54
414,1941
430,6730
439,1533
440,1564
465,2504
468,4466
469,4159
479,1946
480,2210
481,2386
483,2074
484,1784
485,1847
487,6623
506,3930
516,3735
526,6104
537,3681
538,1276
568,2910
571,6373
582,2300
591,5511
597,3922
603,5244
608,1175
620,3856
622,2166
637,1956
639,3379
646,6901
661,6388
668,6527
671,1295
675,3295
677,3403
682,4932
683,5810
700,6815
701,5639
711,2332
719,1617
724,1113
726,1277
727,6666
728,2756
735,823
745,1793
769,6612
774,5350
783,3656
792,2403
809,7112
811,5467
815,4296
827,2195
828,5483
831,4702
837,3893
856,5463
862,2728
877,4217
880,5996
882,1420
892,6805
935,4482
940,2766
941,173
943,5219
957,6591
968,4414
969,6843
974,5319
987,3088
989,4076
997,4023
1004,6045
1008,1268
1032,1517
1045,5362
1052,2169
1062,5052
1066,4762
1074,2094
1076,936
1079,2341
1081,1395
1094,3762
1096,5836
1100,2476
1102,6864
1107,3369
1111,3819
1114,6477
1125,4450
1132,4202
1140,4339
1141,1275
1147,5927
1173,2864
1185,6336
1190,6112
1193,3847
1213,2480
1221,6169
1227,5874
1231,7103
1236,6117
1244,1368
1246,5619
1258,6954
1265,4715
1273,1449
1280,3784
1283,6475
1284,4604
1294,5718
1298,5171
1303,6522
1312,3818
1314,4232
1322,2388
1324,4324
1328,4692
1333,4348
1334,2102
1336,2080
1345,1804
1386,4875
1390,6415
1397,1714
1409,1646
1427,3882
1448,4985
1457,4304
1464,5985
1467,5665
1468,1889
1469,3721
1472,3828
1477,4459
1481,2887
1488,3925
1522,6635
1524,3783
1538,6351
1539,5382
1549,4090
1584,3517
1590,2187
1591,2844
1593,6222
1595,3723
1600,4567
1607,5182
1622,3782
1628,3839
1640,3690
1649,2471
1650,4921
1658,674
1663,4189
1664,6386
1671,3485
1691,2815
1698,4844
1701,5591
1710,1819
1737,1883
1743,2608
1748,5049
1749,6061
1770,6186
1774,2872
1846,2023
1856,5419
1864,5245
1868,6254
1871,4493
1887,2816
1896,3059
1900,2270
1914,6975
1915,3180
1924,5758
1925,3275
1928,3321
1943,3986
1945,3150
1955,6199
1963,371
1970,2622
1974,3550
1980,7041
1984,3436
2007,4628
2016,3921
2036,6362
2037,7054
2042,5421
2049,5357
2062,3774
2068,1985
2076,3128
2093,3268
2106,6152
2111,1675
2115,2011
2120,3176
2146,2468
2180,2376
2211,3585
2212,4902
2218,6989
2222,4289
2245,4160
2248,4469
2253,2833
2264,5450
2275,6192
2277,6906
2296,4260
2299,3387
2303,3444
2336,1877
2339,6168
2361,5598
2381,4853
2402,3336
2408,4284
2415,5163
2420,2715
2421,2950
2429,6957
2437,3285
2441,205
2477,6698
2481,6299
2482,1934
2487,3591
2490,4114
2495,3722
2507,4113
2519,3582
2543,3050
2549,7069
2550,3769
2556,2952
2560,4748
2577,6099
2580,6952
2582,6525
2588,5898
2611,2945
2612,4193
2626,3240
2629,6672
2639,1364
2654,7091
2655,224
2665,6348
2669,3646
2673,6497
2677,6463
2680,6478
2683,5312
2685,3982
2690,6636
2694,4330
2722,2835
2723,4536
2738,3266
2748,5941
2752,5853
2755,6900
2778,5789
2785,6459
2804,3244
2811,1044
2813,4572
2817,3595
2828,3615
2831,6392
2836,5192
2843,3344
2867,5076
2869,3577
2871,4764
2879,5305
2881,5777
2885,5070
2886,4463
2904,5322
2920,5900
2921,4285
2942,2998
2957,3032
2962,4433
2997,5048
3007,4270
3019,6748
3062,3531
3065,5139
3083,2364
3084,5834
3090,4425
3104,4288
3109,5553
3141,3775
3166,6947
3173,5907
3185,4211
3186,6296
3202,3849
3205,3473
3217,5599
3269,6343
3278,4015
3283,4225
3298,1237
3340,405
3342,5027
3347,5068
3358,3927
3370,4464
3376,7017
3385,3440
3414,4086
3449,3894
3454,6678
3467,4246
3474,5753
3479,6034
3484,3821
3486,3371
3491,4625
3548,4516
3549,6167
3581,5588
3626,6014
3630,6448
3635,4245
3647,5854
3661,6645
3670,6657
3679,474
3687,5515
3705,5952
3706,3886
3728,4143
3731,4750
3732,6944
3740,5379
3747,4328
3763,4563
3778,4212
3792,5490
3800,5733
3808,432
3830,2463
3837,4513
3850,4713
3869,7080
3877,6544
3881,6882
3918,2155
3958,4169
3959,4623
3997,788
4004,6044
4005,5691
4021,963
4022,6129
4027,4001
4029,5095
4038,6842
4051,4929
4060,3524
4062,2285
4071,4380
4078,6245
4098,6283
4152,6009
4167,4743
4173,4935
4174,6272
4195,4777
4205,4959
4208,4942
4218,4718
4227,6397
4230,6676
4237,6377
4243,4639
4267,6942
4271,4358
4305,6594
4310,5571
4349,3314
4377,7063
4387,6344
4390,3465
4422,4945
4510,6394
4526,1639
4550,5162
4617,4871
4636,5017
4683,4823
4700,5732
4742,6602
4745,4850
4756,5641
4774,6796
4782,5546
4803,6681
4860,6647
4869,6622
4872,4977
4898,7101
4927,6917
4930,5315
4936,6933
4992,5270
4998,6416
5039,6442
5044,4228
5085,347
5086,6223
5091,4219
5120,5349
5122,6808
5142,6331
5145,5979
5146,5446
5160,5580
5209,4210
5240,6148
5264,5794
5265,6717
5282,6208
5286,6354
5331,6322
5393,5519
5417,879
5435,5976
5438,5899
5452,2107
5461,6338
5472,6533
5484,6646
5487,6632
5520,5913
5545,6052
5565,6600
5590,6968
5634,7107
5680,6265
5684,5688
5687,5882
5702,1059
5719,5866
5749,6768
5798,994
5841,6465
5858,6590
5871,6542
5897,2667
5912,6660
5965,5995
5969,6001
6004,7055
6020,6520
6027,4788
6048,3175
6062,5584
6089,1997
6124,7044
6126,6804
6160,4603
6189,2862
6194,2992
6211,3749
6224,5374
6231,7070
6250,2157
6278,4421
6315,2960
6319,6953
6363,5703
6385,5133
6440,4292
6501,5778
6508,6835
6526,1205
6577,3316
6736,2877
6763,5295
6810,7072
6816,5974
6850,5456
6868,3028
6870,5333
6925,5988
6932,5060
6994,1781
9,5424
14,4302
19,4967
24,3320
46,6320
53,5576
59,6656
62,425
73,3410
74,4796
80,2965
89,4301
94,917
96,899
99,6419
111,4497
122,6852
124,6213
126,3564
130,342
142,6770
143,6871
149,5247
153,4363
163,4522
169,4024
170,1138
171,2271
174,6776
185,5817
187,6019
188,4888
190,1169
193,1880
196,3169
203,4334
212,6807
214,986
236,5071
238,665
247,6738
250,2435
258,5466
276,5945
280,4396
291,2562
330,4602
334,6317
373,685
379,410
380,2392
386,4036
396,1991
397,739
401,2907
404,6033
406,1651
420,3981
427,2306
435,4140
446,2674
460,6802
471,4918
482,1700
494,1486
500,5411
502,1072
507,6723
508,4049
510,5564
512,548
523,564
530,5707
542,3628
545,2163
573,4592
574,4530
583,7094
599,3835
600,7042
607,5434
610,2894
614,2297
615,132
621,4638
630,3471
635,4319
641,3965
652,5428
654,1315
657,2900
664,2234
686,5557
690,3796
692,5626
708,5860
725,4122
731,3872
733,1413
737,4449
744,4761
748,6853
752,2124
753,5181
754,4435
778,2930
779,5079
805,1233
817,6030
820,6464
822,1520
825,2533
832,2373
839,5170
840,5678
846,2565
855,956
859,6883
866,2473
894,2344
896,3575
897,6823
920,4909
928,4417
937,4887
946,3845
950,6166
953,4068
955,4506
999,4649
1005,2640
1011,2993
1019,2014
1031,5206
1033,4760
1036,4845
1037,3037
1048,1170
1053,2696
1070,5561
1073,2944
1083,2340
1084,1882
1091,3241
1103,5597
1110,6016
1123,6555
1126,1850
1129,1259
1142,1431
1149,7082
1151,3846
1161,5359
1164,6958
1176,3606
1183,5792
1192,1325
1195,7099
1200,4671
1208,6753
1214,7121
1253,5926
1254,2475
1279,1536
1290,6756
1296,6531
1299,5256
1310,6914
1339,5799
1351,3181
1353,2413
1357,6764
1369,2287
1371,4017
1376,5251
1382,7053
1383,2372
1404,4509
1406,6571
1439,2121
1441,305
1442,3834
1445,3261
1447,3935
1451,5649
1453,1920
1459,5570
1478,3797
1482,4110
1483,6793
1484,4053
1492,5050
1501,2761
1512,2705
1514,4063
1515,4711
1534,1709
1540,2933
1546,5168
1547,5624
1548,5827
1551,6409
1565,612
1569,3086
1570,6246
1580,6611
1604,1876
1614,5540
1623,2809
1631,4951
1644,2348
1645,2365
1652,3844
1668,3815
1677,5759
1681,2252
1682,3772
1683,6887
1688,6963
1702,2442
1726,3483
1728,6680
1741,6873
1750,2750
1755,2609
1803,7057
1805,5394
1809,2358
1812,3052
1813,4717
1822,5126
1838,5189
1840,3360
1844,5338
1848,3889
1857,7008
1860,4614
1873,4555
1885,4780
1894,4484
1901,4393
1907,4013
1919,6429
1936,4279
1940,3010
1949,6113
1979,5340
2002,5554
2009,4199
2010,4590
2015,585
2019,3209
2020,2428
2021,5851
2024,1556
2043,2922
2051,3966
2063,6221
2064,3122
2069,4388
2078,4488
2079,4274
2085,4291
2090,4107
2099,6582
2119,3758
2123,2291
2129,3098
2138,6675
2142,5124
2148,1400
2151,2632
2159,6765
2175,4816
2181,4833
2186,2335
2202,4239
2213,6705
2214,5242
2251,2913
2254,2740
2289,6928
2290,2334
2315,3193
2323,1863
2353,3988
2354,3294
2363,4135
2371,2278
2378,6003
2389,393
2391,3025
2393,5128
2394,2493
2395,3931
2397,3356
2405,5991
2409,5469
2423,6620
2431,3848
2434,4680
2438,5392
2440,2928
2443,3067
2446,7090
2466,5106
2472,3641
2484,6803
2486,6271
2489,6357
2505,2905
2506,4347
2526,6461
2528,3739
2542,5685
2557,3076
2558,4868
2566,5826
2567,5165
2573,7068
2604,6447
2605,3280
2641,3412
2661,5530
2668,5638
2681,5476
2711,1566
2719,3754
2726,5539
2727,6095
2732,3621
2773,4533
2779,5811
2790,4812
2814,7002
2823,4365
2838,681
2857,4378
2878,3158
2909,3956
2916,891
2925,3055
2953,5395
2954,5829
2967,2324
2986,7022
2987,4124
2996,5781
3004,3131
3011,1384
3013,4072
3021,6176
3022,3470
3035,3710
3046,4910
3054,4487
3069,3127
3103,7000
3117,4136
3136,6036
3145,3557
3146,3489
3151,5290
3155,6450
3227,5479
3230,5138
3238,146
3262,6559
3290,5743
3319,5475
3324,4747
3329,3499
3337,4870
3383,6774
3396,3875
3397,2545
3430,2497
3476,6997
3508,2606
3509,5301
3529,6340
3532,5757
3533,6404
3545,5075
3558,6432
3559,4494
3599,3780
3601,1417
3607,4793
3613,5859
3619,1666
3620,4995
3624,5179
3631,3906
3633,4681
3643,3198
3651,6056
3668,6107
3671,5809
3673,6321
3676,2791
3684,6408
3685,6210
3702,5846
3703,4209
3719,6270
3724,5412
3726,2712
3744,6121
3757,6895
3759,5273
3773,1957
3777,5786
3786,6325
3788,3968
3838,4994
3855,6664
3857,7036
3862,5642
3878,5763
3905,6534
3940,4338
3960,4651
3978,4317
3991,6731
4025,5062
4045,7003
4075,5328
4096,7007
4109,3743
4127,5793
4131,5814
4142,6759
4146,5429
4151,6075
4164,6467
4166,5391
4176,4744
4188,5361
4213,5268
4242,1904
4247,2561
4278,6811
4286,1965
4303,5375
4316,6255
4318,4445
4356,6154
4372,5566
4392,6828
4406,2345
4413,6743
4426,7052
4429,5925
4462,4752
4486,4689
4501,6651
4518,6621
4527,5473
4528,6008
4535,4839
4540,6306
4585,6196
4596,5492
4597,6588
4600,3009
4629,5448
4631,1835
4637,4873
4710,2444
4725,5358
4731,2193
4738,4815
4746,5110
4759,2805
4771,3880
4790,4727
4800,4307
4825,4877
4832,5402
4846,6025
4886,5214
4889,5094
4937,3736
4943,6692
4956,5308
4962,6979
4969,5938
5007,5730
5018,6185
5026,4552
5104,3462
5130,6236
5140,5629
5148,3210
5156,7009
5166,6819
5178,3452
5211,6854
5225,6518
5231,2899
5253,5923
5263,863
5274,6965
5279,6614
5281,6140
5289,4434
5299,7037
5311,5269
5345,5848
5397,5513
5420,3518
5426,5852
5439,3813
5440,5741
5454,6960
5474,6313
5485,2215
5496,6814
5501,6244
5512,6990
5516,4297
5537,5327
5574,7110
5601,3079
5604,6352
5607,6727
5628,2984
5659,6579
5682,3700
5704,3124
5710,5738
5726,4665
5772,6557
5773,6174
5820,4014
5872,7029
5964,4329
5986,2101
6031,6431
6090,5366
6103,3425
6116,4439
6132,6566
6182,7012
6193,6921
6219,7015
6232,7067
6234,6637
6237,6545
6257,4144
6360,5523
6364,3373
6428,5595
6488,2013
6565,4556
6567,6134
6595,5215
6707,5806
6740,4120
6762,3618
6780,6151
6789,3708
6809,7043
6827,7114
6894,6892
6898,5892
6972,7071
7020,4730
7045,6115
7048,4094
7062,4126
6,6286
7,2787
8,6926
12,5237
16,6079
17,3456
30,6922
40,2634
41,5589
49,6216
56,248
61,2162
65,3612
71,4663
75,5186
78,3497
91,4374
95,763
114,3126
120,4009
128,1354
138,5248
144,2003
148,4554
150,5894
156,6346
178,4905
182,4203
192,3888
216,3733
237,1378
243,4885
253,2591
265,5909
277,2636
282,631
285,1831
294,2646
296,5329
304,5433
314,1532
335,653
340,6482
346,5747
353,1341
356,5291
358,3012
360,6091
364,3745
366,2485
367,5973
382,206
390,4643
399,6556
413,1454
418,1858
423,475
431,6985
433,454
437,4983
447,2483
448,5657
449,4290
451,3077
467,2244
490,3748
492,5672
493,6510
520,3863
546,3236
547,3936
557,6051
560,3512
566,4182
577,6710
595,5828
596,810
601,3421
604,5972
624,6200
628,2983
636,5796
640,6466
676,3469
680,2229
689,3500
699,5477
710,4621
721,221
736,3237
743,6699
746,3897
749,1807
764,5946
766,3332
768,6305
770,2720
775,2114
780,1576
781,5906
799,4512
804,1461
807,6422
824,4216
847,3811
852,3789
853,5514
858,4661
874,2321
875,2939
885,1989
890,2362
893,4454
907,2702
911,6481
912,4383
919,4444
925,6541
933,2977
938,2845
942,6724
944,5377
945,5409
952,5977
959,5797
961,2671
971,4668
976,6470
980,7084
988,1119
993,5839
995,3458
1002,5760
1009,623
1010,6058
1017,1304
1023,606
1030,4251
1042,3343
1049,2599
1063,3951
1064,1415
1082,6999
1086,5800
1088,5915
1104,5201
1108,6584
1121,3041
1144,3351
1148,2919
1158,6314
1163,2918
1166,6038
1167,6370
1184,2034
1186,2284
1189,5174
1198,1456
1207,1931
1226,5191
1229,4442
1278,2972
1287,4183
1292,2086
1300,2974
1319,6529
1321,1560
1323,3969
1332,5992
1342,3101
1346,3374
1347,3820
1348,3695
1360,1535
1363,5188
1370,4149
1388,5653
1393,1969
1401,2736
1411,5132
1414,1542
1416,6498
1424,6280
1434,5725
1436,4342
1463,2652
1495,4891
1527,1718
1528,6215
1558,1758
1588,6509
1594,5578
1598,3594
1599,6876
1615,6553
1620,6716
1632,4652
1638,2170
1655,7109
1674,6367
1686,4593
1687,6412
1707,6288
1712,1918
1724,4799
1725,4751
1740,5552
1753,2676
1756,4123
1762,1983
1771,6131
1772,4578
1777,1976
1778,5006
1790,1906
1794,5967
1795,4265
1811,5383
1827,2516
1836,5721
1839,6744
1842,5980
1855,3096
1862,850
1872,2197
1899,6366
1917,5808
1933,4315
1942,5187
1944,2525
1953,5813
1961,5987
1964,4002
1968,6799
1977,3253
1981,2263
1982,3129
1988,3805
1996,6170
2001,4282
2008,2385
2026,2589
2028,6702
2029,4474
2030,2975
2035,533
2044,1720
2053,4818
2055,3451
2066,6558
2089,4451
2116,5939
2131,4458
2141,3976
2153,57
2168,6147
2171,2228
2183,5812
2189,3996
2201,4595
2219,2406
2223,4893
2227,4767
2236,3874
2238,1657
2242,5780
2247,6238
2262,5238
2265,1641
2310,3432
2312,4961
2314,3691
2319,3439
2346,7083
2352,4256
2375,2422
2387,3264
2407,2931
2416,5478
2419,5010
2425,4917
2426,4829
2452,7115
2503,4950
2511,4545
2529,5510
2535,4789
2536,4925
2538,6484
2548,5728
2553,1349
2554,6445
2575,5404
2576,3867
2595,3087
2623,5675
2656,5650
2663,4423
2664,2903
2691,3302
2692,6659
2700,552
2701,1852
2721,3902
2729,1530
2731,5234
2733,5034
2737,5303
2742,4914
2744,4171
2745,6323
2758,4408
2759,5259
2781,3056
2795,5292
2800,4842
2819,4583
2820,5956
2851,6546
2852,2822
2858,4933
2859,3868
2865,6435
2882,2961
2902,5502
2924,3263
2951,4642
2958,6844
2963,6791
2990,5202
2994,5430
3005,6775
3020,6785
3026,4409
3031,4401
3043,4091
3108,5300
3112,5491
3119,3750
3138,3713
3148,5655
3157,3912
3162,4204
3177,5041
3212,6918
3219,7030
3225,2932
3231,6564
3270,5283
3286,5928
3305,4097
3315,6455
3322,7119
3325,6334
3338,6741
3363,6284
3409,3793
3424,1843
3468,4467
3472,6184
3495,4566
3498,4557
3502,2137
3507,6263
3522,6627
3567,4344
3574,6628
3584,6778
3596,4003
3622,1624
3629,5471
3632,1954
3638,5756
3650,4283
3663,5184
3725,6026
3737,5442
3738,1608
3753,5360
3756,4257
3765,5555
3768,4581
3776,3539
3795,6746
3801,6443
3806,5934
3824,4538
3831,6896
3842,7122
3852,4508
3879,4420
3904,6260
3910,4032
3915,5155
3926,5486
3928,5615
3949,7056
3967,4611
3970,4981
3995,2590
4018,6806
4028,6648
4033,4854
4043,4709
4052,5931
4061,4056
4064,1962
4067,6609
4073,5957
4080,4876
4083,6715
4085,4262
4101,4989
4121,6345
4137,6719
4150,818
4155,2257
4181,6253
4185,5046
4190,2027
4201,6889
4240,4791
4253,5840
4264,6858
4269,6000
4295,6275
4306,5183
4311,5855
4320,5656
4325,5236
4368,5594
4370,1947
4382,5113
4402,6856
4468,491
4481,5213
4483,5533
4523,7066
4573,6712
4591,759
4630,4736
4654,5849
4716,6374
4726,4947
4735,2763
4737,1647
4740,5766
4753,3153
4755,5199
4766,5077
4783,5857
4804,5040
4809,5330
4817,5888
4824,1747
4852,6540
4863,5971
4880,6758
4884,6757
4974,6248
4978,5616
5004,7105
5012,1727
5013,5960
5024,5776
5032,6643
5035,5272
5053,6634
5065,5449
5078,4980
5080,6491
5090,6650
5101,5881
5103,5313
5117,6183
5125,5069
5136,286
5228,1209
5258,3457
5261,6535
5293,6851
5296,6077
5326,5791
5348,6206
5352,7096
5365,5396
5406,5671
5410,6847
5415,5932
5422,6413
5445,6869
5457,6489
5556,6867
5567,6665
5573,6955
5581,1498
5587,6436
5614,6831
5631,673
5648,6838
5683,6543
5693,6903
5705,5903
5709,6118
5714,6911
5724,5868
5731,6376
5785,6829
5803,6074
5823,6982
5887,4666
5911,419
5937,7013
5984,4728
6012,6599
6050,6368
6053,5388
6059,5276
6069,2645
6072,4006
6084,3715
6225,6268
6358,4698
6424,5271
6547,7046
6562,7089
6619,1137
6682,2709
6704,2796
6737,7033
6745,2209
6787,6840
6890,7051
6943,6987
6948,3871
6974,7040
6993,3840
6998,6624
7001,3534
7032,6057
7093,4041
7106,2239
